id,language,qid,stance,context,sd,ex,pc,chars,dimension,group,condition
de_103,de,2,AGAINST,false,false,false,false,344,none,none,Default
de_104,de,8,FAVOR,false,true,false,false,419,gender,Männlich,SD
de_105,de,8,FAVOR,false,true,false,false,424,age,18-34,SD
de_106,de,8,FAVOR,false,true,false,false,413,residence,Stadt,SD
de_107,de,8,FAVOR,false,true,false,false,427,civil_status,In Partnerschaft,SD
de_108,de,8,FAVOR,false,true,false,false,433,denomination,Evangelisch-reformiert,SD
de_109,de,8,FAVOR,false,true,false,false,419,education,Universität,SD
de_110,de,8,FAVOR,false,true,false,false,442,political_spectrum,Mitte und Konservativ,SD
de_111,de,8,FAVOR,false,false,false,false,336,none,none,Default
de_112,de,11,AGAINST,false,true,false,false,311,gender,Männlich,SD
de_113,de,11,AGAINST,false,true,false,false,316,age,18-34,SD
de_114,de,11,AGAINST,false,true,false,false,305,residence,Stadt,SD
de_115,de,11,AGAINST,false,true,false,false,319,civil_status,In Partnerschaft,SD
de_116,de,11,AGAINST,false,true,false,false,325,denomination,Evangelisch-reformiert,SD
de_117,de,11,AGAINST,false,true,false,false,311,education,Universität,SD
de_118,de,11,AGAINST,false,true,false,false,334,political_spectrum,Mitte und Konservativ,SD
de_119,de,11,AGAINST,false,false,false,false,228,none,none,Default
de_120,de,4,FAVOR,false,true,false,false,317,gender,Männlich,SD
de_121,de,4,FAVOR,false,true,false,false,322,age,18-34,SD
de_122,de,4,FAVOR,false,true,false,false,311,residence,Stadt,SD
de_123,de,4,FAVOR,false,true,false,false,325,civil_status,In Partnerschaft,SD
de_124,de,4,FAVOR,false,true,false,false,331,denomination,Evangelisch-reformiert,SD
de_125,de,4,FAVOR,false,true,false,false,317,education,Universität,SD
de_126,de,4,FAVOR,false,true,false,false,340,political_spectrum,Mitte und Konservativ,SD
de_127,de,4,FAVOR,false,false,false,false,234,none,none,Default
de_128,de,37,AGAINST,false,true,false,false,401,gender,Männlich,SD
de_129,de,37,AGAINST,false,true,false,false,406,age,18-34,SD
de_130,de,37,AGAINST,false,true,false,false,395,residence,Stadt,SD
de_131,de,37,AGAINST,false,true,false,false,409,civil_status,In Partnerschaft,SD
de_132,de,37,AGAINST,false,true,false,false,415,denomination,Evangelisch-reformiert,SD
de_133,de,37,AGAINST,false,true,false,false,401,education,Universität,SD
de_134,de,37,AGAINST,false,true,false,false,424,political_spectrum,Mitte und Konservativ,SD
de_135,de,37,AGAINST,false,false,false,false,318,none,none,Default
de_136,de,38,AGAINST,false,true,false,false,396,gender,Männlich,SD
de_137,de,38,AGAINST,false,true,false,false,401,age,18-34,SD
de_138,de,38,AGAINST,false,true,false,false,390,residence,Stadt,SD
de_139,de,38,AGAINST,false,true,false,false,404,civil_status,In Partnerschaft,SD
de_140,de,38,AGAINST,false,true,false,false,410,denomination,Evangelisch-reformiert,SD
de_141,de,38,AGAINST,false,true,false,false,396,education,Universität,SD
de_142,de,38,AGAINST,false,true,false,false,419,political_spectrum,Mitte und Konservativ,SD
de_143,de,38,AGAINST,false,false,false,false,313,none,none,Default
de_144,de,36,AGAINST,false,true,false,false,411,gender,Männlich,SD
de_145,de,36,AGAINST,false,true,false,false,416,age,18-34,SD
de_146,de,36,AGAINST,false,true,false,false,405,residence,Stadt,SD
de_147,de,36,AGAINST,false,true,false,false,419,civil_status,In Partnerschaft,SD
de_148,de,36,AGAINST,false,true,false,false,425,denomination,Evangelisch-reformiert,SD
de_149,de,36,AGAINST,false,true,false,false,411,education,Universität,SD
de_150,de,36,AGAINST,false,true,false,false,434,political_spectrum,Mitte und Konservativ,SD
de_151,de,36,AGAINST,false,false,false,false,328,none,none,Default
de_152,de,7,FAVOR,false,true,false,false,415,age,50-64,SD
de_153,de,7,FAVOR,false,true,false,false,403,residence,Land,SD
de_154,de,7,FAVOR,false,true,false,false,416,civil_status,Verheiratet,SD
de_155,de,10,FAVOR,false,true,false,false,399,age,50-64,SD
de_156,de,10,FAVOR,false,true,false,false,387,residence,Land,SD
de_157,de,10,FAVOR,false,true,false,false,400,civil_status,Verheiratet,SD
de_158,de,1,AGAINST,false,true,false,false,347,gender,Männlich,SD
de_159,de,1,AGAINST,false,true,false,false,352,age,50-64,SD
de_160,de,1,AGAINST,false,true,false,false,340,residence,Land,SD
de_161,de,1,AGAINST,false,true,false,false,353,civil_status,Verheiratet,SD
de_162,de,1,AGAINST,false,true,false,false,361,denomination,Evangelisch-reformiert,SD
de_163,de,1,AGAINST,false,true,false,false,347,education,Universität,SD
de_164,de,1,AGAINST,false,true,false,false,370,political_spectrum,Mitte und Konservativ,SD
de_165,de,1,AGAINST,false,false,false,false,264,none,none,Default
de_166,de,30,FAVOR,false,true,false,false,400,age,50-64,SD
de_167,de,30,FAVOR,false,true,false,false,388,residence,Land,SD
de_168,de,30,FAVOR,false,true,false,false,401,civil_status,Verheiratet,SD
de_169,de,13,AGAINST,false,true,false,false,396,age,50-64,SD
de_170,de,13,AGAINST,false,true,false,false,384,residence,Land,SD
de_171,de,13,AGAINST,false,true,false,false,397,civil_status,Verheiratet,SD
de_172,de,12,FAVOR,false,true,false,false,327,age,50-64,SD
de_173,de,12,FAVOR,false,true,false,false,315,residence,Land,SD
de_174,de,12,FAVOR,false,true,false,false,328,civil_status,Verheiratet,SD
de_175,de,32,FAVOR,false,true,false,false,390,age,50-64,SD
de_176,de,32,FAVOR,false,true,false,false,378,residence,Land,SD
de_177,de,32,FAVOR,false,true,false,false,391,civil_status,Verheiratet,SD
de_178,de,27,AGAINST,false,true,false,false,350,age,50-64,SD
de_179,de,27,AGAINST,false,true,false,false,338,residence,Land,SD
de_180,de,27,AGAINST,false,true,false,false,351,civil_status,Verheiratet,SD
de_181,de,5,FAVOR,false,true,false,false,381,gender,Männlich,SD
de_182,de,5,FAVOR,false,true,false,false,386,age,50-64,SD
de_183,de,5,FAVOR,false,true,false,false,374,residence,Land,SD
de_184,de,5,FAVOR,false,true,false,false,387,civil_status,Verheiratet,SD
de_185,de,5,FAVOR,false,true,false,false,395,denomination,Evangelisch-reformiert,SD
de_186,de,5,FAVOR,false,true,false,false,381,education,Universität,SD
de_187,de,5,FAVOR,false,true,false,false,404,political_spectrum,Mitte und Konservativ,SD
de_188,de,5,FAVOR,false,false,false,false,298,none,none,Default
de_189,de,29,FAVOR,false,true,false,false,358,gender,Männlich,SD
de_190,de,29,FAVOR,false,true,false,false,363,age,50-64,SD
de_191,de,29,FAVOR,false,true,false,false,351,residence,Land,SD
de_192,de,29,FAVOR,false,true,false,false,364,civil_status,Verheiratet,SD
de_193,de,29,FAVOR,false,true,false,false,372,denomination,Evangelisch-reformiert,SD
de_194,de,29,FAVOR,false,true,false,false,358,education,Universität,SD
de_195,de,29,FAVOR,false,true,false,false,381,political_spectrum,Mitte und Konservativ,SD
de_196,de,29,FAVOR,false,false,false,false,275,none,none,Default
de_197,de,22,AGAINST,false,true,false,false,351,gender,Männlich,SD
de_198,de,22,AGAINST,false,true,false,false,356,age,50-64,SD
de_199,de,22,AGAINST,false,true,false,false,344,residence,Land,SD
de_200,de,22,AGAINST,false,true,false,false,357,civil_status,Verheiratet,SD
de_201,de,22,AGAINST,false,true,false,false,365,denomination,Evangelisch-reformiert,SD
de_202,de,22,AGAINST,false,true,false,false,351,education,Universität,SD
de_203,de,22,AGAINST,false,true,false,false,374,political_spectrum,Mitte und Konservativ,SD
de_204,de,22,AGAINST,false,false,false,false,268,none,none,Default
de_205,de,31,FAVOR,false,true,false,false,329,age,50-64,SD
de_206,de,31,FAVOR,false,true,false,false,317,residence,Land,SD
de_207,de,31,FAVOR,false,true,false,false,330,civil_status,Verheiratet,SD
de_208,de,33,AGAINST,false,true,false,false,374,age,50-64,SD
de_209,de,33,AGAINST,false,true,false,false,362,residence,Land,SD
de_210,de,33,AGAINST,false,true,false,false,375,civil_status,Verheiratet,SD
de_211,de,6,AGAINST,false,true,false,false,384,age,50-64,SD
de_212,de,6,AGAINST,false,true,false,false,372,residence,Land,SD
de_213,de,6,AGAINST,false,true,false,false,385,civil_status,Verheiratet,SD
de_214,de,21,FAVOR,false,true,false,false,447,gender,Männlich,SD
de_215,de,21,FAVOR,false,true,false,false,452,age,50-64,SD
de_216,de,21,FAVOR,false,true,false,false,440,residence,Land,SD
de_217,de,21,FAVOR,false,true,false,false,453,civil_status,Verheiratet,SD
de_218,de,21,FAVOR,false,true,false,false,461,denomination,Evangelisch-reformiert,SD
de_219,de,21,FAVOR,false,true,false,false,447,education,Universität,SD
de_220,de,21,FAVOR,false,true,false,false,470,political_spectrum,Mitte und Konservativ,SD
de_221,de,21,FAVOR,false,false,false,false,364,none,none,Default
de_222,de,2,AGAINST,false,true,false,false,432,age,50-64,SD
de_223,de,2,AGAINST,false,true,false,false,420,residence,Land,SD
de_224,de,2,AGAINST,false,true,false,false,433,civil_status,Verheiratet,SD
de_225,de,11,AGAINST,false,true,false,false,316,age,50-64,SD
de_226,de,11,AGAINST,false,true,false,false,304,residence,Land,SD
de_227,de,11,AGAINST,false,true,false,false,317,civil_status,Verheiratet,SD
de_228,de,26,AGAINST,false,true,false,false,384,gender,Männlich,SD
de_229,de,26,AGAINST,false,true,false,false,389,age,50-64,SD
de_230,de,26,AGAINST,false,true,false,false,377,residence,Land,SD
de_231,de,26,AGAINST,false,true,false,false,390,civil_status,Verheiratet,SD
de_232,de,26,AGAINST,false,true,false,false,398,denomination,Evangelisch-reformiert,SD
de_233,de,26,AGAINST,false,true,false,false,384,education,Universität,SD
de_234,de,26,AGAINST,false,true,false,false,407,political_spectrum,Mitte und Konservativ,SD
de_235,de,26,AGAINST,false,false,false,false,301,none,none,Default
de_236,de,25,FAVOR,false,true,false,false,331,gender,Männlich,SD
de_237,de,25,FAVOR,false,true,false,false,336,age,50-64,SD
de_238,de,25,FAVOR,false,true,false,false,324,residence,Land,SD
de_239,de,25,FAVOR,false,true,false,false,337,civil_status,Verheiratet,SD
de_240,de,25,FAVOR,false,true,false,false,345,denomination,Evangelisch-reformiert,SD
de_241,de,25,FAVOR,false,true,false,false,331,education,Universität,SD
de_242,de,25,FAVOR,false,true,false,false,354,political_spectrum,Mitte und Konservativ,SD
de_243,de,25,FAVOR,false,false,false,false,248,none,none,Default
de_244,de,4,FAVOR,false,true,false,false,322,age,50-64,SD
de_245,de,4,FAVOR,false,true,false,false,310,residence,Land,SD
de_246,de,4,FAVOR,false,true,false,false,323,civil_status,Verheiratet,SD
de_247,de,23,FAVOR,false,true,false,false,352,gender,Männlich,SD
de_248,de,23,FAVOR,false,true,false,false,357,age,50-64,SD
de_249,de,23,FAVOR,false,true,false,false,345,residence,Land,SD
de_250,de,23,FAVOR,false,true,false,false,358,civil_status,Verheiratet,SD
de_251,de,23,FAVOR,false,true,false,false,366,denomination,Evangelisch-reformiert,SD
de_252,de,23,FAVOR,false,true,false,false,352,education,Universität,SD
de_253,de,23,FAVOR,false,true,false,false,375,political_spectrum,Mitte und Konservativ,SD
de_254,de,23,FAVOR,false,false,false,false,269,none,none,Default
de_255,de,40,AGAINST,false,true,false,false,400,gender,Männlich,SD
de_256,de,40,AGAINST,false,true,false,false,405,age,50-64,SD
de_257,de,40,AGAINST,false,true,false,false,393,residence,Land,SD
de_258,de,40,AGAINST,false,true,false,false,406,civil_status,Verheiratet,SD
de_259,de,40,AGAINST,false,true,false,false,414,denomination,Evangelisch-reformiert,SD
de_260,de,40,AGAINST,false,true,false,false,400,education,Universität,SD
de_261,de,40,AGAINST,false,true,false,false,423,political_spectrum,Mitte und Konservativ,SD
de_262,de,40,AGAINST,false,false,false,false,317,none,none,Default
de_263,de,37,AGAINST,false,true,false,false,406,age,50-64,SD
de_264,de,37,AGAINST,false,true,false,false,394,residence,Land,SD
de_265,de,37,AGAINST,false,true,false,false,407,civil_status,Verheiratet,SD
de_266,de,38,AGAINST,false,true,false,false,401,age,50-64,SD
de_267,de,38,AGAINST,false,true,false,false,389,residence,Land,SD
de_268,de,38,AGAINST,false,true,false,false,402,civil_status,Verheiratet,SD
de_269,de,34,FAVOR,false,true,false,false,384,gender,Männlich,SD
de_270,de,34,FAVOR,false,true,false,false,389,age,50-64,SD
de_271,de,34,FAVOR,false,true,false,false,377,residence,Land,SD
de_272,de,34,FAVOR,false,true,false,false,390,civil_status,Verheiratet,SD
de_273,de,34,FAVOR,false,true,false,false,398,denomination,Evangelisch-reformiert,SD
de_274,de,34,FAVOR,false,true,false,false,384,education,Universität,SD
de_275,de,34,FAVOR,false,true,false,false,407,political_spectrum,Mitte und Konservativ,SD
de_276,de,34,FAVOR,false,false,false,false,301,none,none,Default
de_277,de,36,AGAINST,false,true,false,false,416,age,50-64,SD
de_278,de,36,AGAINST,false,true,false,false,404,residence,Land,SD
de_279,de,36,AGAINST,false,true,false,false,417,civil_status,Verheiratet,SD
de_280,de,18,AGAINST,false,true,false,false,329,gender,Männlich,SD
de_281,de,18,AGAINST,false,true,false,false,334,age,50-64,SD
de_282,de,18,AGAINST,false,true,false,false,322,residence,Land,SD
de_283,de,18,AGAINST,false,true,false,false,335,civil_status,Verheiratet,SD
de_284,de,18,AGAINST,false,true,false,false,343,denomination,Evangelisch-reformiert,SD
de_285,de,18,AGAINST,false,true,false,false,329,education,Universität,SD
de_286,de,18,AGAINST,false,true,false,false,352,political_spectrum,Mitte und Konservativ,SD
de_287,de,18,AGAINST,false,false,false,false,246,none,none,Default
de_288,de,17,AGAINST,false,true,false,false,326,gender,Männlich,SD
de_289,de,17,AGAINST,false,true,false,false,331,age,50-64,SD
de_290,de,17,AGAINST,false,true,false,false,319,residence,Land,SD
de_291,de,17,AGAINST,false,true,false,false,332,civil_status,Verheiratet,SD
de_292,de,17,AGAINST,false,true,false,false,340,denomination,Evangelisch-reformiert,SD
de_293,de,17,AGAINST,false,true,false,false,326,education,Universität,SD
de_294,de,17,AGAINST,false,true,false,false,349,political_spectrum,Mitte und Konservativ,SD
de_295,de,17,AGAINST,false,false,false,false,243,none,none,Default
de_296,de,16,FAVOR,false,true,false,false,327,gender,Männlich,SD
de_297,de,16,FAVOR,false,true,false,false,332,age,50-64,SD
de_298,de,16,FAVOR,false,true,false,false,320,residence,Land,SD
de_299,de,16,FAVOR,false,true,false,false,333,civil_status,Verheiratet,SD
de_300,de,16,FAVOR,false,true,false,false,341,denomination,Evangelisch-reformiert,SD
de_301,de,16,FAVOR,false,true,false,false,327,education,Universität,SD
de_302,de,16,FAVOR,false,true,false,false,350,political_spectrum,Mitte und Konservativ,SD
de_303,de,16,FAVOR,false,false,false,false,244,none,none,Default
de_304,de,15,AGAINST,false,true,false,false,338,gender,Männlich,SD
de_305,de,15,AGAINST,false,true,false,false,343,age,50-64,SD
de_306,de,15,AGAINST,false,true,false,false,331,residence,Land,SD
de_307,de,15,AGAINST,false,true,false,false,344,civil_status,Verheiratet,SD
de_308,de,15,AGAINST,false,true,false,false,352,denomination,Evangelisch-reformiert,SD
de_309,de,15,AGAINST,false,true,false,false,338,education,Universität,SD
de_310,de,15,AGAINST,false,true,false,false,361,political_spectrum,Mitte und Konservativ,SD
de_311,de,15,AGAINST,false,false,false,false,255,none,none,Default
de_312,de,1,AGAINST,false,true,false,false,347,gender,Weiblich,SD
de_313,de,1,AGAINST,false,true,false,false,341,residence,Stadt,SD
de_314,de,1,AGAINST,false,true,false,false,357,denomination,Römisch-katholisch,SD
de_315,de,13,AGAINST,false,true,false,false,391,gender,Weiblich,SD
de_316,de,13,AGAINST,false,true,false,false,401,denomination,Römisch-katholisch,SD
de_317,de,12,FAVOR,false,true,false,false,322,gender,Weiblich,SD
de_318,de,12,FAVOR,false,true,false,false,332,denomination,Römisch-katholisch,SD
de_319,de,22,AGAINST,false,true,false,false,351,gender,Weiblich,SD
de_320,de,22,AGAINST,false,true,false,false,345,residence,Stadt,SD
de_321,de,22,AGAINST,false,true,false,false,361,denomination,Römisch-katholisch,SD
de_322,de,28,FAVOR,false,true,false,false,395,gender,Weiblich,SD
de_323,de,28,FAVOR,false,true,false,false,400,age,50-64,SD
de_324,de,28,FAVOR,false,true,false,false,401,civil_status,Verheiratet,SD
de_325,de,28,FAVOR,false,true,false,false,405,denomination,Römisch-katholisch,SD
de_326,de,31,FAVOR,false,true,false,false,324,gender,Weiblich,SD
de_327,de,31,FAVOR,false,true,false,false,334,denomination,Römisch-katholisch,SD
de_328,de,6,AGAINST,false,true,false,false,379,gender,Weiblich,SD
de_329,de,6,AGAINST,false,true,false,false,389,denomination,Römisch-katholisch,SD
de_330,de,26,AGAINST,false,true,false,false,384,gender,Weiblich,SD
de_331,de,26,AGAINST,false,true,false,false,378,residence,Stadt,SD
de_332,de,26,AGAINST,false,true,false,false,394,denomination,Römisch-katholisch,SD
de_333,de,40,AGAINST,false,true,false,false,400,gender,Weiblich,SD
de_334,de,40,AGAINST,false,true,false,false,394,residence,Stadt,SD
de_335,de,40,AGAINST,false,true,false,false,410,denomination,Römisch-katholisch,SD
de_336,de,37,AGAINST,false,true,false,false,401,gender,Weiblich,SD
de_337,de,37,AGAINST,false,true,false,false,411,denomination,Römisch-katholisch,SD
de_338,de,38,AGAINST,false,true,false,false,396,gender,Weiblich,SD
de_339,de,38,AGAINST,false,true,false,false,406,denomination,Römisch-katholisch,SD
de_340,de,36,AGAINST,false,true,false,false,411,gender,Weiblich,SD
de_341,de,36,AGAINST,false,true,false,false,421,denomination,Römisch-katholisch,SD
de_342,de,10,FAVOR,false,true,false,false,394,civil_status,Ledig,SD
de_343,de,10,FAVOR,false,true,false,false,404,denomination,Römisch-katholisch,SD
de_344,de,1,AGAINST,false,true,false,false,352,age,18-34,SD
de_345,de,1,AGAINST,false,true,false,false,347,civil_status,Ledig,SD
de_346,de,30,FAVOR,false,true,false,false,395,civil_status,Ledig,SD
de_347,de,30,FAVOR,false,true,false,false,405,denomination,Römisch-katholisch,SD
de_348,de,13,AGAINST,false,true,false,false,391,civil_status,Ledig,SD
de_349,de,12,FAVOR,false,true,false,false,322,civil_status,Ledig,SD
de_350,de,32,FAVOR,false,true,false,false,385,civil_status,Ledig,SD
de_351,de,32,FAVOR,false,true,false,false,395,denomination,Römisch-katholisch,SD
de_352,de,27,AGAINST,false,true,false,false,345,civil_status,Ledig,SD
de_353,de,27,AGAINST,false,true,false,false,355,denomination,Römisch-katholisch,SD
de_354,de,5,FAVOR,false,true,false,false,386,age,18-34,SD
de_355,de,5,FAVOR,false,true,false,false,375,residence,Stadt,SD
de_356,de,5,FAVOR,false,true,false,false,381,civil_status,Ledig,SD
de_357,de,5,FAVOR,false,true,false,false,391,denomination,Römisch-katholisch,SD
de_358,de,28,FAVOR,false,true,false,false,395,civil_status,Ledig,SD
de_359,de,31,FAVOR,false,true,false,false,324,civil_status,Ledig,SD
de_360,de,33,AGAINST,false,true,false,false,369,civil_status,Ledig,SD
de_361,de,33,AGAINST,false,true,false,false,379,denomination,Römisch-katholisch,SD
de_362,de,11,AGAINST,false,true,false,false,311,civil_status,Ledig,SD
de_363,de,11,AGAINST,false,true,false,false,321,denomination,Römisch-katholisch,SD
de_364,de,26,AGAINST,false,true,false,false,389,age,18-34,SD
de_365,de,26,AGAINST,false,true,false,false,384,civil_status,Ledig,SD
de_366,de,3,FAVOR,false,true,false,false,344,gender,Männlich,SD
de_367,de,3,FAVOR,false,true,false,false,349,age,18-34,SD
de_368,de,3,FAVOR,false,true,false,false,338,residence,Stadt,SD
de_369,de,3,FAVOR,false,true,false,false,344,civil_status,Ledig,SD
de_370,de,3,FAVOR,false,true,false,false,354,denomination,Römisch-katholisch,SD
de_371,de,3,FAVOR,false,true,false,false,344,education,Universität,SD
de_372,de,3,FAVOR,false,true,false,false,367,political_spectrum,Mitte und Konservativ,SD
de_373,de,3,FAVOR,false,false,false,false,261,none,none,Default
de_374,de,24,FAVOR,false,true,false,false,320,gender,Männlich,SD
de_375,de,24,FAVOR,false,true,false,false,325,age,18-34,SD
de_376,de,24,FAVOR,false,true,false,false,314,residence,Stadt,SD
de_377,de,24,FAVOR,false,true,false,false,320,civil_status,Ledig,SD
de_378,de,24,FAVOR,false,true,false,false,330,denomination,Römisch-katholisch,SD
de_379,de,24,FAVOR,false,true,false,false,320,education,Universität,SD
